stdThresh,profitThresh,window,profit,txcount,
3.4,1.022,150,0.172874,2,
3.4,1.022,165,-0.164505,3,
3.4,1.022,180,-0.104465,3,
3.4,1.022,195,-0.0992716,3,
3.4,1.022,210,-0.096437,3,
3.4,1.022,225,0.173297,2,
3.4,1.022,240,-0.0984042,3,
3.4,1.023,30,0.0743913,2,
3.4,1.023,45,0.174994,2,
3.4,1.023,60,0.171859,2,
3.4,1.023,75,-0.101226,3,
3.4,1.023,90,0.171268,2,
3.4,1.023,105,0.0927421,2,
3.4,1.023,120,0.173297,2,
3.4,1.023,135,0.17093,2,
3.4,1.023,150,0.172874,2,
3.4,1.023,165,-0.164505,3,
3.4,1.023,180,-0.104465,3,
3.4,1.023,195,-0.0992716,3,
3.4,1.023,210,-0.096437,3,
3.4,1.023,225,0.173297,2,
3.4,1.023,240,-0.0984042,3,
3.4,1.024,30,0.0747202,2,
3.4,1.024,45,0.175354,2,
3.4,1.024,60,0.172218,2,
3.4,1.024,75,-0.100951,3,
3.4,1.024,90,0.171626,2,
3.4,1.024,105,0.0930766,2,
3.4,1.024,120,0.173656,2,
3.4,1.024,135,0.171289,2,
3.4,1.024,150,0.173233,2,
3.4,1.024,165,-0.164249,3,
3.4,1.024,180,-0.104191,3,
3.4,1.024,195,-0.0989958,3,
3.4,1.024,210,-0.0961604,3,
3.4,1.024,225,0.173656,2,
3.4,1.024,240,-0.0981282,3,
3.4,1.025,30,0.0774826,2,
3.4,1.025,45,0.178375,2,
3.4,1.025,60,0.175231,2,
3.4,1.025,75,-0.0986403,3,
3.4,1.025,90,0.174638,2,
3.4,1.025,105,0.0958862,2,
3.4,1.025,120,0.176673,2,
3.4,1.025,135,0.174299,2,
3.4,1.025,150,0.176249,2,
3.4,1.025,165,-0.162101,3,
3.4,1.025,180,-0.101889,3,
3.4,1.025,195,-0.0966799,3,
3.4,1.025,210,-0.0938372,3,
3.4,1.025,225,0.176673,2,
3.4,1.025,240,-0.09581,3,
3.4,1.026,30,0.0774826,2,
3.4,1.026,45,0.178375,2,
3.4,1.026,60,0.175231,2,
3.4,1.026,75,-0.0986403,3,
3.4,1.026,90,0.174638,2,
3.4,1.026,105,0.0958862,2,
3.4,1.026,120,0.176673,2,
3.4,1.026,135,0.174299,2,
3.4,1.026,150,0.176249,2,
3.4,1.026,165,-0.162101,3,
3.4,1.026,180,-0.101889,3,
3.4,1.026,195,-0.0966799,3,
3.4,1.026,210,-0.0938372,3,
3.4,1.026,225,0.176673,2,
3.4,1.026,240,-0.09581,3,
3.4,1.027,30,0.0804424,2,
3.4,1.027,45,0.181612,2,
3.4,1.027,60,0.178459,2,
3.4,1.027,75,-0.0961643,3,
3.4,1.027,90,0.177864,2,
3.4,1.027,105,0.0988966,2,
3.4,1.027,120,0.179905,2,
3.4,1.027,135,0.177525,2,
3.4,1.027,150,0.17948,2,
3.4,1.027,165,-0.159799,3,
3.4,1.027,180,-0.0994216,3,
3.4,1.027,195,-0.0941986,3,
3.4,1.027,210,-0.091348,3,
3.4,1.027,225,0.179905,2,
3.4,1.027,240,-0.0933263,3,
3.4,1.028,30,0.0804424,2,
3.4,1.028,45,0.181612,2,
3.4,1.028,60,0.178459,2,
3.4,1.028,75,-0.0961643,3,
3.4,1.028,90,0.177864,2,
3.4,1.028,105,0.0988966,2,
3.4,1.028,120,0.179905,2,
3.4,1.028,135,0.177525,2,
3.4,1.028,150,0.17948,2,
3.4,1.028,165,-0.159799,3,
3.4,1.028,180,-0.0994216,3,
3.4,1.028,195,-0.0941986,3,
3.4,1.028,210,-0.091348,3,
3.4,1.028,225,0.179905,2,
3.4,1.028,240,-0.0933263,3,
3.4,1.029,30,0.0804424,2,
3.4,1.029,45,0.181612,2,
3.4,1.029,60,0.178459,2,
3.4,1.029,75,-0.0961643,3,
3.4,1.029,90,0.177864,2,
3.4,1.029,105,0.0988966,2,
3.4,1.029,120,0.179905,2,
3.4,1.029,135,0.177525,2,
3.4,1.029,150,0.17948,2,
3.4,1.029,165,-0.159799,3,
3.4,1.029,180,-0.0994216,3,
3.4,1.029,195,-0.0941986,3,
3.4,1.029,210,-0.091348,3,
3.4,1.029,225,0.179905,2,
3.4,1.029,240,-0.0933263,3,
3.4,1.03,30,0.0828759,2,
3.4,1.03,45,0.184273,2,
3.4,1.03,60,0.181113,2,
3.4,1.03,75,-0.0941285,3,
3.4,1.03,90,0.180517,2,
3.4,1.03,105,0.101372,2,
3.4,1.03,120,0.182563,2,
3.4,1.03,135,0.180177,2,
3.4,1.03,150,0.182136,2,
3.4,1.03,165,-0.157907,3,
3.4,1.03,180,-0.0973931,3,
3.4,1.03,195,-0.0921584,3,
3.4,1.03,210,-0.0893014,3,
3.4,1.03,225,0.182563,2,
3.4,1.03,240,-0.0912841,3,
3.5,1.005,30,0.0580798,2,
3.5,1.005,45,0.00714735,3,
3.5,1.005,60,0.00662455,3,
3.5,1.005,75,-0.114872,3,
3.5,1.005,90,0.00611667,3,
3.5,1.005,105,0.00639066,3,
3.5,1.005,120,0.00882711,9,
3.5,1.005,135,0.00626172,3,
3.5,1.005,150,0.00570367,5,
3.5,1.005,165,-0.166761,3,
3.5,1.005,180,-0.118061,3,
3.5,1.005,195,-0.115895,3,
3.5,1.005,210,0.00588168,3,
3.5,1.005,225,0.00629256,5,
3.5,1.005,240,0.00578429,5,
3.5,1.006,30,0.0580798,2,
3.5,1.006,45,0.00714735,3,
3.5,1.006,60,0.00662455,3,
3.5,1.006,75,-0.114872,3,
3.5,1.006,90,0.00727047,3,
3.5,1.006,105,0.00689422,3,
3.5,1.006,120,0.00786012,3,
3.5,1.006,135,0.00741569,3,
3.5,1.006,150,0.0074964,3,
3.5,1.006,165,-0.166761,3,
3.5,1.006,180,-0.118061,3,
3.5,1.006,195,-0.115895,3,
3.5,1.006,210,0.00854065,3,
3.5,1.006,225,0.0077146,3,
3.5,1.006,240,0.00720562,3,
3.5,1.007,30,0.0580798,2,
3.5,1.007,45,0.0075814,3,
3.5,1.007,60,0.00777894,3,
3.5,1.007,75,-0.114872,3,
3.5,1.007,90,0.00885695,3,
3.5,1.007,105,0.00955586,3,
3.5,1.007,120,0.00786012,3,
3.5,1.007,135,0.00763206,3,
3.5,1.007,150,0.0074964,3,
3.5,1.007,165,-0.166761,3,
3.5,1.007,180,-0.118061,3,
3.5,1.007,195,-0.115895,3,
3.5,1.007,210,0.00854065,3,
3.5,1.007,225,0.0077146,3,
3.5,1.007,240,0.00836067,3,
3.5,1.008,30,0.0580798,2,
3.5,1.008,45,0.00931762,3,
3.5,1.008,60,0.00936622,3,
3.5,1.008,75,-0.114872,3,
3.5,1.008,90,0.00885695,3,
3.5,1.008,105,0.00955586,3,
3.5,1.008,120,0.00901592,3,
3.5,1.008,135,0.0090024,3,
3.5,1.008,150,0.00865179,3,
3.5,1.008,165,-0.166761,3,
3.5,1.008,180,-0.118061,3,
3.5,1.008,195,-0.115895,3,
3.5,1.008,210,0.00854065,3,
3.5,1.008,225,0.00887024,3,
3.5,1.008,240,0.00857724,3,
3.5,1.009,30,0.058869,2,
3.5,1.009,45,0.0112288,3,
3.5,1.009,60,0.0106246,3,
3.5,1.009,75,-0.114211,3,
3.5,1.009,90,0.0103312,3,
3.5,1.009,105,0.0103089,3,
3.5,1.009,120,0.011359,3,
3.5,1.009,135,0.0102603,3,
3.5,1.009,150,0.010994,3,
3.5,1.009,165,-0.16614,3,
3.5,1.009,180,-0.117404,3,
3.5,1.009,195,-0.115235,3,
3.5,1.009,210,0.0104437,3,
3.5,1.009,225,0.011213,3,
3.5,1.009,240,0.0107022,3,
3.5,1.01,30,0.0621576,2,
3.5,1.01,45,0.0145874,3,
3.5,1.01,60,0.0164432,3,
3.5,1.01,75,-0.11146,3,
3.5,1.01,90,0.0159303,3,
3.5,1.01,105,0.0146022,3,
3.5,1.01,120,0.0145001,3,
3.5,1.01,135,0.0160768,3,
3.5,1.01,150,0.0146414,3,
3.5,1.01,165,-0.16355,3,
3.5,1.01,180,-0.114662,3,
3.5,1.01,195,-0.112487,3,
3.5,1.01,210,0.0200024,3,
3.5,1.01,225,0.0148611,3,
3.5,1.01,240,0.0145659,3,
3.5,1.011,30,0.0621576,2,
3.5,1.011,45,0.0159672,3,
3.5,1.011,60,0.0164432,3,
3.5,1.011,75,-0.11146,3,
3.5,1.011,90,0.0159303,3,
3.5,1.011,105,0.0210292,3,
3.5,1.011,120,0.0176908,3,
3.5,1.011,135,0.0160768,3,
3.5,1.011,150,0.0173235,3,
3.5,1.011,165,-0.16355,3,
3.5,1.011,180,-0.114662,3,
3.5,1.011,195,-0.112487,3,
3.5,1.011,210,0.0200024,3,
3.5,1.011,225,0.0175438,3,
3.5,1.011,240,0.0170299,3,
3.5,1.012,30,0.0621576,2,
3.5,1.012,45,0.0164755,3,
3.5,1.012,60,0.0164432,3,
3.5,1.012,75,-0.11146,3,
3.5,1.012,90,0.0170886,3,
3.5,1.012,105,0.0210292,3,
3.5,1.012,120,0.0176908,3,
3.5,1.012,135,0.0172352,3,
3.5,1.012,150,0.0173235,3,
3.5,1.012,165,-0.16355,3,
3.5,1.012,180,-0.114662,3,
3.5,1.012,195,-0.112487,3,
3.5,1.012,210,0.0200024,3,
3.5,1.012,225,0.0175438,3,
3.5,1.012,240,0.0170299,3,
3.5,1.013,30,0.0653805,2,
3.5,1.013,45,0.0222549,3,
3.5,1.013,60,0.0206896,3,
3.5,1.013,75,-0.108764,3,
3.5,1.013,90,0.026637,3,
3.5,1.013,105,0.0241272,3,
3.5,1.013,120,0.0207787,3,
3.5,1.013,135,0.026785,3,
3.5,1.013,150,0.0215737,3,
3.5,1.013,165,-0.161012,3,
3.5,1.013,180,-0.111976,3,
3.5,1.013,195,-0.109795,3,
3.5,1.013,210,0.0230974,3,
3.5,1.013,225,0.0206313,3,
3.5,1.013,240,0.0212788,3,
3.5,1.014,30,0.0653805,2,
3.5,1.014,45,0.0222549,3,
3.5,1.014,60,0.0271552,3,
3.5,1.014,75,-0.108764,3,
3.5,1.014,90,0.026637,3,
3.5,1.014,105,0.0241272,3,
3.5,1.014,120,0.0219425,3,
3.5,1.014,135,0.026785,3,
3.5,1.014,150,0.0215737,3,
3.5,1.014,165,-0.161012,3,
3.5,1.014,180,-0.111976,3,
3.5,1.014,195,-0.109795,3,
3.5,1.014,210,0.0230974,3,
3.5,1.014,225,0.0217949,3,
3.5,1.014,240,0.0277481,3,
3.5,1.015,30,0.0653805,2,
3.5,1.015,45,0.0234203,3,
3.5,1.015,60,0.0271552,3,
3.5,1.015,75,-0.108764,3,
3.5,1.015,90,0.026637,3,
3.5,1.015,105,0.0241272,3,
3.5,1.015,120,0.028416,3,
3.5,1.015,135,0.026785,3,
3.5,1.015,150,0.0280449,3,
3.5,1.015,165,-0.161012,3,
3.5,1.015,180,-0.111976,3,
3.5,1.015,195,-0.109795,3,
3.5,1.015,210,0.0230974,3,
3.5,1.015,225,0.0282675,3,
3.5,1.015,240,0.0277481,3,
3.5,1.016,30,0.0668933,2,
3.5,1.016,45,0.0313656,3,
3.5,1.016,60,0.0286137,3,
3.5,1.016,75,-0.107499,3,
3.5,1.016,90,0.0280947,3,
3.5,1.016,105,0.0255814,3,
3.5,1.016,120,0.0298763,3,
3.5,1.016,135,0.028243,3,
3.5,1.016,150,0.0295046,3,
3.5,1.016,165,-0.159821,3,
3.5,1.016,180,-0.110715,3,
3.5,1.016,195,-0.10853,3,
3.5,1.016,210,0.159083,2,
3.5,1.016,225,0.0297276,3,
3.5,1.016,240,0.0292075,3,
3.5,1.017,30,0.0679456,2,
3.5,1.017,45,0.0323829,3,
3.5,1.017,60,0.0296283,3,
3.5,1.017,75,-0.106618,3,
3.5,1.017,90,0.0291088,3,
3.5,1.017,105,0.161395,2,
3.5,1.017,120,0.0308921,3,
3.5,1.017,135,0.0292572,3,
3.5,1.017,150,0.0305201,3,
3.5,1.017,165,-0.158992,3,
3.5,1.017,180,-0.109838,3,
3.5,1.017,195,-0.107651,3,
3.5,1.017,210,0.160227,2,
3.5,1.017,225,0.0307433,3,
3.5,1.017,240,0.0302227,3,
3.5,1.018,30,0.0690637,2,
3.5,1.018,45,0.0334638,3,
3.5,1.018,60,0.0307063,3,
3.5,1.018,75,-0.105683,3,
3.5,1.018,90,0.0301863,3,
3.5,1.018,105,0.162611,2,
3.5,1.018,120,0.0319714,3,
3.5,1.018,135,0.0303348,3,
3.5,1.018,150,0.031599,3,
3.5,1.018,165,-0.158111,3,
3.5,1.018,180,-0.108906,3,
3.5,1.018,195,-0.106717,3,
3.5,1.018,210,0.161442,2,
3.5,1.018,225,0.0318224,3,
3.5,1.018,240,0.0313013,3,
3.5,1.019,30,0.0743913,2,
3.5,1.019,45,0.038614,3,
3.5,1.019,60,0.0358427,3,
3.5,1.019,75,-0.101226,3,
3.5,1.019,90,0.0353201,3,
3.5,1.019,105,0.168404,2,
3.5,1.019,120,0.0371142,3,
3.5,1.019,135,0.0354694,3,
3.5,1.019,150,0.0367399,3,
3.5,1.019,165,-0.153916,3,
3.5,1.019,180,-0.104465,3,
3.5,1.019,195,-0.102265,3,
3.5,1.019,210,0.167229,2,
3.5,1.019,225,0.0369644,3,
3.5,1.019,240,0.0364407,3,
3.5,1.02,30,0.0743913,2,
3.5,1.02,45,0.038614,3,
3.5,1.02,60,0.171859,2,
3.5,1.02,75,-0.101226,3,
3.5,1.02,90,0.171268,2,
3.5,1.02,105,0.168404,2,
3.5,1.02,120,0.0371142,3,
3.5,1.02,135,0.171437,2,
3.5,1.02,150,0.0367399,3,
3.5,1.02,165,-0.153916,3,
3.5,1.02,180,-0.104465,3,
3.5,1.02,195,-0.102265,3,
3.5,1.02,210,0.167229,2,
3.5,1.02,225,0.0369644,3,
3.5,1.02,240,0.0364407,3,
3.5,1.021,30,0.0743913,2,
3.5,1.021,45,0.038614,3,
3.5,1.021,60,0.171859,2,
3.5,1.021,75,-0.101226,3,
3.5,1.021,90,0.171268,2,
3.5,1.021,105,0.168404,2,
3.5,1.021,120,0.173297,2,
3.5,1.021,135,0.171437,2,
3.5,1.021,150,0.172874,2,
3.5,1.021,165,-0.153916,3,
3.5,1.021,180,-0.104465,3,
3.5,1.021,195,-0.102265,3,
3.5,1.021,210,0.167229,2,
3.5,1.021,225,0.173128,2,
3.5,1.021,240,0.172535,2,
3.5,1.022,30,0.0743913,2,
3.5,1.022,45,0.038614,3,
3.5,1.022,60,0.171859,2,
3.5,1.022,75,-0.101226,3,
3.5,1.022,90,0.171268,2,
3.5,1.022,105,0.168404,2,
3.5,1.022,120,0.173297,2,
3.5,1.022,135,0.171437,2,
3.5,1.022,150,0.172874,2,
3.5,1.022,165,-0.153916,3,
3.5,1.022,180,-0.104465,3,
3.5,1.022,195,-0.102265,3,
3.5,1.022,210,0.167229,2,
3.5,1.022,225,0.173128,2,
3.5,1.022,240,0.172535,2,
3.5,1.023,30,0.0743913,2,
3.5,1.023,45,0.174994,2,
3.5,1.023,60,0.171859,2,
3.5,1.023,75,-0.101226,3,
3.5,1.023,90,0.171268,2,
3.5,1.023,105,0.168404,2,
3.5,1.023,120,0.173297,2,
3.5,1.023,135,0.171437,2,
3.5,1.023,150,0.172874,2,
3.5,1.023,165,-0.153916,3,
3.5,1.023,180,-0.104465,3,
3.5,1.023,195,-0.102265,3,
3.5,1.023,210,0.167229,2,
3.5,1.023,225,0.173128,2,
3.5,1.023,240,0.172535,2,
3.5,1.024,30,0.0747202,2,
3.5,1.024,45,0.175354,2,
3.5,1.024,60,0.172218,2,
3.5,1.024,75,-0.100951,3,
3.5,1.024,90,0.171626,2,
3.5,1.024,105,0.168762,2,
3.5,1.024,120,0.173656,2,
3.5,1.024,135,0.171795,2,
3.5,1.024,150,0.173233,2,
3.5,1.024,165,-0.153657,3,
3.5,1.024,180,-0.104191,3,
3.5,1.024,195,-0.101991,3,
3.5,1.024,210,0.167587,2,
3.5,1.024,225,0.173487,2,
3.5,1.024,240,0.172894,2,
3.5,1.025,30,0.0774826,2,
3.5,1.025,45,0.178375,2,
3.5,1.025,60,0.175231,2,
3.5,1.025,75,-0.0986403,3,
3.5,1.025,90,0.174638,2,
3.5,1.025,105,0.171766,2,
3.5,1.025,120,0.176673,2,
3.5,1.025,135,0.174807,2,
3.5,1.025,150,0.176249,2,
3.5,1.025,165,-0.151482,3,
3.5,1.025,180,-0.101889,3,
3.5,1.025,195,-0.0996823,3,
3.5,1.025,210,0.170588,2,
3.5,1.025,225,0.176503,2,
3.5,1.025,240,0.175909,2,
3.5,1.026,30,0.0774826,2,
3.5,1.026,45,0.178375,2,
3.5,1.026,60,0.175231,2,
3.5,1.026,75,-0.0986403,3,
3.5,1.026,90,0.174638,2,
3.5,1.026,105,0.171766,2,
3.5,1.026,120,0.176673,2,
3.5,1.026,135,0.174807,2,
3.5,1.026,150,0.176249,2,
3.5,1.026,165,-0.151482,3,
3.5,1.026,180,-0.101889,3,
3.5,1.026,195,-0.0996823,3,
3.5,1.026,210,0.170588,2,
3.5,1.026,225,0.176503,2,
3.5,1.026,240,0.175909,2,
3.5,1.027,30,0.0804424,2,
3.5,1.027,45,0.181612,2,
3.5,1.027,60,0.178459,2,
3.5,1.027,75,-0.0961643,3,
3.5,1.027,90,0.177864,2,
3.5,1.027,105,0.174985,2,
3.5,1.027,120,0.179905,2,
3.5,1.027,135,0.178034,2,
3.5,1.027,150,0.17948,2,
3.5,1.027,165,-0.149151,3,
3.5,1.027,180,-0.0994216,3,
3.5,1.027,195,-0.0972092,3,
3.5,1.027,210,0.173803,2,
3.5,1.027,225,0.179735,2,
3.5,1.027,240,0.179139,2,
3.5,1.028,30,0.0804424,2,
3.5,1.028,45,0.181612,2,
3.5,1.028,60,0.178459,2,
3.5,1.028,75,-0.0961643,3,
3.5,1.028,90,0.177864,2,
3.5,1.028,105,0.174985,2,
3.5,1.028,120,0.179905,2,
3.5,1.028,135,0.178034,2,
3.5,1.028,150,0.17948,2,
3.5,1.028,165,-0.149151,3,
3.5,1.028,180,-0.0994216,3,
3.5,1.028,195,-0.0972092,3,
3.5,1.028,210,0.173803,2,
3.5,1.028,225,0.179735,2,
3.5,1.028,240,0.179139,2,
3.5,1.029,30,0.0804424,2,
3.5,1.029,45,0.181612,2,
3.5,1.029,60,0.178459,2,
3.5,1.029,75,-0.0961643,3,
3.5,1.029,90,0.177864,2,
3.5,1.029,105,0.174985,2,
3.5,1.029,120,0.179905,2,
3.5,1.029,135,0.178034,2,
3.5,1.029,150,0.17948,2,
3.5,1.029,165,-0.149151,3,
3.5,1.029,180,-0.0994216,3,
3.5,1.029,195,-0.0972092,3,
3.5,1.029,210,0.173803,2,
3.5,1.029,225,0.179735,2,
3.5,1.029,240,0.179139,2,
3.5,1.03,30,0.0828759,2,
3.5,1.03,45,0.184273,2,
3.5,1.03,60,0.181113,2,
3.5,1.03,75,-0.0941285,3,
3.5,1.03,90,0.180517,2,
3.5,1.03,105,0.177631,2,
3.5,1.03,120,0.182563,2,
3.5,1.03,135,0.180688,2,
3.5,1.03,150,0.182136,2,
3.5,1.03,165,-0.147234,3,
3.5,1.03,180,-0.0973931,3,
3.5,1.03,195,-0.0951758,3,
3.5,1.03,210,0.176447,2,
3.5,1.03,225,0.182392,2,
3.5,1.03,240,0.181795,2,
3.6,1.005,30,0.00663308,3,
3.6,1.005,45,0.00714735,3,
3.6,1.005,60,0.00561816,3,
3.6,1.005,75,0.00561217,5,
3.6,1.005,90,0.0066367,5,
3.6,1.005,105,0.00639066,3,
3.6,1.005,120,0.00618919,3,
3.6,1.005,135,0.00626172,3,
3.6,1.005,150,0.00570367,5,
3.6,1.005,165,0.076152,2,
3.6,1.005,180,-0.118061,3,
3.6,1.005,195,0.00641964,3,
3.6,1.005,210,0.00588168,3,
3.6,1.005,225,0.00629256,5,
3.6,1.005,240,0.00701954,5,
3.6,1.006,30,0.00663308,3,
3.6,1.006,45,0.00714735,3,
3.6,1.006,60,0.00735099,3,
3.6,1.006,75,0.00686813,3,
3.6,1.006,90,0.012434,7,
3.6,1.006,105,0.00689422,3,
3.6,1.006,120,0.00734308,3,
3.6,1.006,135,0.00741569,3,
3.6,1.006,150,0.0074964,3,
3.6,1.006,165,0.076152,2,
3.6,1.006,180,-0.118061,3,
3.6,1.006,195,0.00685338,3,
3.6,1.006,210,0.00854065,3,
3.6,1.006,225,0.0077146,3,
3.6,1.006,240,0.00968152,5,
3.6,1.007,30,0.00955389,3,
3.6,1.007,45,0.0075814,3,
3.6,1.007,60,0.00850621,3,
3.6,1.007,75,0.00875202,3,
3.6,1.007,90,0.00789003,3,
3.6,1.007,105,0.00955586,3,
3.6,1.007,120,0.00755943,3,
3.6,1.007,135,0.00763206,3,
3.6,1.007,150,0.0074964,3,
3.6,1.007,165,0.076152,2,
3.6,1.007,180,-0.118061,3,
3.6,1.007,195,0.00858834,3,
3.6,1.007,210,0.00854065,3,
3.6,1.007,225,0.0077146,3,
3.6,1.007,240,0.00844261,3,
3.6,1.008,30,0.00955389,3,
3.6,1.008,45,0.00931762,3,
3.6,1.008,60,0.00850621,3,
3.6,1.008,75,0.00875202,3,
3.6,1.008,90,0.00977584,3,
3.6,1.008,105,0.00955586,3,
3.6,1.008,120,0.00892967,3,
3.6,1.008,135,0.0090024,3,
3.6,1.008,150,0.00865179,3,
3.6,1.008,165,0.076152,2,
3.6,1.008,180,-0.118061,3,
3.6,1.008,195,0.00858834,3,
3.6,1.008,210,0.00854065,3,
3.6,1.008,225,0.00887024,3,
3.6,1.008,240,0.00959908,3,
3.6,1.009,30,0.010307,3,
3.6,1.009,45,0.0112288,3,
3.6,1.009,60,0.0108481,3,
3.6,1.009,75,0.0116798,3,
3.6,1.009,90,0.0105291,3,
3.6,1.009,105,0.0103089,3,
3.6,1.009,120,0.010404,3,
3.6,1.009,135,0.0102603,3,
3.6,1.009,150,0.010994,3,
3.6,1.009,165,0.0769547,2,
3.6,1.009,180,-0.117404,3,
3.6,1.009,195,0.0104982,3,
3.6,1.009,210,0.0104437,3,
3.6,1.009,225,0.011213,3,
3.6,1.009,240,0.0103522,3,
3.6,1.01,30,0.0148732,3,
3.6,1.01,45,0.0145874,3,
3.6,1.01,60,0.0144949,3,
3.6,1.01,75,0.0148219,3,
3.6,1.01,90,0.0158519,3,
3.6,1.01,105,0.0146022,3,
3.6,1.01,120,0.0160035,3,
3.6,1.01,135,0.0160768,3,
3.6,1.01,150,0.0146414,3,
3.6,1.01,165,0.0802995,2,
3.6,1.01,180,-0.114662,3,
3.6,1.01,195,0.0152331,3,
3.6,1.01,210,0.0200024,3,
3.6,1.01,225,0.0148611,3,
3.6,1.01,240,0.0150864,3,
3.6,1.011,30,0.0181812,3,
3.6,1.011,45,0.0159672,3,
3.6,1.011,60,0.0171767,3,
3.6,1.011,75,0.0159857,3,
3.6,1.011,90,0.0158519,3,
3.6,1.011,105,0.0210292,3,
3.6,1.011,120,0.0160035,3,
3.6,1.011,135,0.0160768,3,
3.6,1.011,150,0.0173235,3,
3.6,1.011,165,0.0802995,2,
3.6,1.011,180,-0.114662,3,
3.6,1.011,195,0.0157411,3,
3.6,1.011,210,0.0200024,3,
3.6,1.011,225,0.0175438,3,
3.6,1.011,240,0.0155943,3,
3.6,1.012,30,0.0181812,3,
3.6,1.012,45,0.0164755,3,
3.6,1.012,60,0.0171767,3,
3.6,1.012,75,0.0175859,3,
3.6,1.012,90,0.0170168,3,
3.6,1.012,105,0.0210292,3,
3.6,1.012,120,0.0171619,3,
3.6,1.012,135,0.0172352,3,
3.6,1.012,150,0.0173235,3,
3.6,1.012,165,0.0802995,2,
3.6,1.012,180,-0.114662,3,
3.6,1.012,195,0.0184261,3,
3.6,1.012,210,0.0200024,3,
3.6,1.012,225,0.0175438,3,
3.6,1.012,240,0.0182789,3,
3.6,1.013,30,0.0212706,3,
3.6,1.013,45,0.0222549,3,
3.6,1.013,60,0.0214262,3,
3.6,1.013,75,0.0206735,3,
3.6,1.013,90,0.0217094,3,
3.6,1.013,105,0.0241272,3,
3.6,1.013,120,0.026711,3,
3.6,1.013,135,0.026785,3,
3.6,1.013,150,0.0215737,3,
3.6,1.013,165,0.0835774,2,
3.6,1.013,180,-0.111976,3,
3.6,1.013,195,0.0215163,3,
3.6,1.013,210,0.0230974,3,
3.6,1.013,225,0.0206313,3,
3.6,1.013,240,0.0213687,3,
3.6,1.014,30,0.0236083,3,
3.6,1.014,45,0.0222549,3,
3.6,1.014,60,0.0278965,3,
3.6,1.014,75,0.0238836,3,
3.6,1.014,90,0.0217094,3,
3.6,1.014,105,0.0241272,3,
3.6,1.014,120,0.026711,3,
3.6,1.014,135,0.026785,3,
3.6,1.014,150,0.0215737,3,
3.6,1.014,165,0.0835774,2,
3.6,1.014,180,-0.111976,3,
3.6,1.014,195,0.0215163,3,
3.6,1.014,210,0.0230974,3,
3.6,1.014,225,0.0217949,3,
3.6,1.014,240,0.0225331,3,
3.6,1.015,30,0.0236083,3,
3.6,1.015,45,0.0234203,3,
3.6,1.015,60,0.0278965,3,
3.6,1.015,75,0.0238836,3,
3.6,1.015,90,0.0249228,3,
3.6,1.015,105,0.0241272,3,
3.6,1.015,120,0.026711,3,
3.6,1.015,135,0.026785,3,
3.6,1.015,150,0.0280449,3,
3.6,1.015,165,0.0835774,2,
3.6,1.015,180,-0.111976,3,
3.6,1.015,195,0.0226809,3,
3.6,1.015,210,0.0230974,3,
3.6,1.015,225,0.0282675,3,
3.6,1.015,240,0.0225331,3,
3.6,1.016,30,0.0250617,3,
3.6,1.016,45,0.0313656,3,
3.6,1.016,60,0.029356,3,
3.6,1.016,75,0.0253375,3,
3.6,1.016,90,0.0263781,3,
3.6,1.016,105,0.0255814,3,
3.6,1.016,120,0.0281688,3,
3.6,1.016,135,0.028243,3,
3.6,1.016,150,0.0295046,3,
3.6,1.016,165,0.085116,2,
3.6,1.016,180,-0.110715,3,
3.6,1.016,195,0.0306204,3,
3.6,1.016,210,0.159083,2,
3.6,1.016,225,0.0297276,3,
3.6,1.016,240,0.0304715,3,
3.6,1.017,30,0.0274335,3,
3.6,1.017,45,0.0323829,3,
3.6,1.017,60,0.0303713,3,
3.6,1.017,75,0.027519,3,
3.6,1.017,90,0.0273905,3,
3.6,1.017,105,0.161395,2,
3.6,1.017,120,0.029183,3,
3.6,1.017,135,0.0292572,3,
3.6,1.017,150,0.0305201,3,
3.6,1.017,165,0.0861864,2,
3.6,1.017,180,-0.109838,3,
3.6,1.017,195,0.031637,3,
3.6,1.017,210,0.160227,2,
3.6,1.017,225,0.0307433,3,
3.6,1.017,240,0.0314879,3,
3.6,1.018,30,0.0293416,3,
3.6,1.018,45,0.0334638,3,
3.6,1.018,60,0.0314501,3,
3.6,1.018,75,0.0351104,3,
3.6,1.018,90,0.0296387,3,
3.6,1.018,105,0.162611,2,
3.6,1.018,120,0.0302605,3,
3.6,1.018,135,0.0303348,3,
3.6,1.018,150,0.031599,3,
3.6,1.018,165,0.0873236,2,
3.6,1.018,180,-0.108906,3,
3.6,1.018,195,0.0327171,3,
3.6,1.018,210,0.161442,2,
3.6,1.018,225,0.0318224,3,
3.6,1.018,240,0.0325679,3,
3.6,1.019,30,0.0353837,3,
3.6,1.019,45,0.038614,3,
3.6,1.019,60,0.0365903,3,
3.6,1.019,75,0.0402688,3,
3.6,1.019,90,0.0413246,3,
3.6,1.019,105,0.168404,2,
3.6,1.019,120,0.0353947,3,
3.6,1.019,135,0.0354694,3,
3.6,1.019,150,0.0367399,3,
3.6,1.019,165,0.0927421,2,
3.6,1.019,180,-0.104465,3,
3.6,1.019,195,0.0378635,3,
3.6,1.019,210,0.167229,2,
3.6,1.019,225,0.0369644,3,
3.6,1.019,240,0.0377136,3,
3.6,1.02,30,0.0372089,3,
3.6,1.02,45,0.038614,3,
